pitch_max,pitch_mean,mfcc_2_mean,mfcc_16_mean,mfcc_1_mean,mfcc_20_mean,spectral_centroid_min,mfcc_1_std,mfcc_8_mean,mfcc_16_max,spectral_rolloff_std,mfcc_11_mean,mfcc_2_max,duration,mfcc_8_std,mfcc_10_mean,mfcc_13_mean,mfcc_20_max,mfcc_11_max,mfcc_2_std,mfcc_18_mean,mfcc_12_mean,spectral_bandwidth_std,pitch_min,mfcc_1_max,skewness,mfcc_3_std,mfcc_16_std,mfcc_9_mean,spectral_centroid_std,label,filename
241.30149553281768,216.7021920595874,114.07933,-10.404467,-423.89362,-3.5459569,0.0,127.067276,-15.883086,1.7795541,2796.396203624905,-13.601575,203.00906,1.0320181405895692,16.645145,-6.0148425,-9.330095,8.352681,0.0,68.00805,-7.673091,-8.452709,920.9585624581929,177.66631669600923,-200.2841,1.5338322594143619,30.851849,9.910182,-15.76946,1241.3671590767342,nadia_buka,buka99.mp3
246.94165062806206,156.1005498451856,94.21699,-5.734918,-476.82684,-4.248458,0.0,124.36418,-6.0821276,5.954213,1891.0196521213259,-9.2058935,157.06125,1.9920181405895692,18.35657,1.2235771,-5.0741835,4.0563745,10.409801,47.07877,-4.325094,-5.037286,591.2877402455981,84.82159539743674,-171.70663,1.7091693923336613,25.725243,5.8964567,-2.5398679,795.2939927215112,nadia_buka,buka18.mp3
235.7901617579845,182.07729178803666,107.01191,-9.284258,-416.44412,-6.7045255,0.0,109.07267,-1.2906855,5.786744,1846.453590195626,-10.583795,178.21375,1.4160090702947845,8.946227,-5.1547036,-12.925447,7.8301554,8.170023,52.346153,-5.8902917,-6.108925,671.6198897976317,88.32151700497141,-198.38182,2.0806987212006036,26.952543,9.304857,-6.2246537,748.4067999516296,nadia_buka,buka43.mp3
249.81097439559304,227.35190841446908,90.86471,-9.25046,-429.7268,-7.1163025,0.0,110.209755,-11.481777,2.7198768,2808.272656100073,-10.540784,200.43063,1.1040362811791382,13.661721,-8.224034,-10.825332,2.510017,0.5097705,73.26967,-5.2537556,-11.117928,959.6568760037346,194.86885420251932,-222.196,0.6000513903093093,25.357607,9.691011,-11.38295,1430.4597562234533,nadia_buka,buka83.mp3
235.7901617579845,174.01903194936506,68.050476,-10.997317,-417.2336,-4.0945153,0.0,147.84785,-7.4973965,5.5489635,1651.1023494661838,-7.7203207,163.40692,1.8960090702947845,16.853434,0.08238944,-11.76627,8.674725,16.430508,46.549507,-5.5563397,-0.68548536,511.03023948814274,77.33375603922921,-118.27396,0.9691105973466683,30.540442,12.25209,2.6761794,706.0907363696713,nadia_buka,buka6.mp3
244.1052838549259,217.0711948483607,87.130356,-7.336888,-482.7353,-6.2294545,0.0,102.42723,-12.79859,3.901742,2365.6258459481865,-10.786025,193.93161,1.3440362811791384,18.974993,-5.554991,-7.546254,8.09048,4.6534348,64.63339,-6.6588125,-7.221568,798.3264624830582,188.23090565017245,-243.75243,1.1537534769265643,18.598986,8.5708885,-10.663209,1042.7728925422336,nadia_buka,buka100.mp3
241.30149553281768,214.3137638841252,88.21739,-9.945591,-444.85944,-4.1835394,0.0,158.61458,-8.660349,0.99603224,2294.7409027874196,-8.748595,175.27325,1.2240362811791383,14.559079,2.878851,-7.6887255,2.265761,8.50506,58.77042,-3.8856544,-6.8972726,696.2566250765277,175.62564499846297,-154.86858,1.725016123264378,29.08221,8.671525,-5.289921,1040.2282966267474,nadia_buka,buka66.mp3
255.6500291307247,224.36151019009841,86.7085,-10.4614725,-462.36844,-4.1923437,0.0,136.0027,-6.9438004,2.5975494,2181.9692408133083,-11.436887,184.77289,1.392018140589569,12.856293,1.6197611,-8.780639,7.626199,3.4607074,56.788837,-2.892242,-6.6974225,713.8634928814527,192.63059450929475,-200.0574,1.7199940601576056,24.54688,8.993697,-6.234277,957.2451157556548,nadia_buka,buka68.mp3
295.3659506116579,227.38096791401503,112.23158,-10.346093,-399.14963,-7.635757,0.0,107.52981,-13.982308,1.5173128,2379.334906533746,-13.50904,199.27444,0.9840362811791383,15.410069,-3.3078606,-9.424485,1.0604672,0.90889454,70.478745,-7.517609,-11.754737,857.2463224096639,179.73069985652097,-195.8615,0.8382926619795346,30.112455,9.776871,-8.726288,1074.752213611349,nadia_buka,buka84.mp3
261.6255653005986,223.6312056623989,115.60537,-12.108755,-423.23846,-5.925315,0.0,132.0352,-16.75139,0.0,2271.222175645184,-7.999913,208.62306,0.9120181405895692,15.732374,-11.213744,-10.228175,1.4166338,7.293172,74.30565,-8.139046,-11.09476,763.158561090617,181.8190699939266,-222.10744,0.8026137789640068,29.00441,8.969036,-13.764438,1094.202049373582,nadia_buka,buka93.mp3
264.6655079380657,190.23545873463553,74.23849,-7.4406643,-434.96976,-3.0129027,0.0,139.75537,-7.1739984,5.8306723,2068.6839779530037,-7.0187235,179.99321,1.7760090702947846,13.190552,-3.0978005,-11.035106,8.795209,6.227695,59.83572,-1.738193,-7.2512517,686.2854782343119,65.40639132514966,-123.92419,1.6654016808522103,33.293373,8.422093,-4.758551,841.7757568853115,nadia_buka,buka15.mp3
285.30470202322215,219.94487677461882,124.95527,-13.221243,-401.7067,-8.522793,0.0,102.65057,-16.144068,0.0,1717.0898939090987,-12.64519,196.86404,1.1760090702947845,13.537431,-13.209443,-13.763352,0.0,0.0,58.0954,-6.315742,-14.435823,595.5076033976153,182.87233715141332,-182.12415,1.3884941854077066,32.379826,10.613574,-13.391487,842.2122498879652,nadia_buka,buka74.mp3
263.1411467822288,212.44426053009536,97.05721,-12.79145,-409.33008,-7.4500127,0.0,130.57086,-15.254686,0.0,2307.039238861107,-11.476592,178.01736,1.2240362811791383,14.751662,1.3381258,-13.433997,0.19686358,7.2798243,64.507744,-4.824895,-6.273073,697.9456915897848,153.77669275969214,-188.1244,1.5075099382356427,30.276005,9.80908,-12.170717,999.2307494656627,nadia_buka,buka34.mp3
238.52991146631203,202.32987983953723,99.762276,-8.855207,-453.25974,-6.3133087,0.0,136.57545,-6.7048607,2.1551359,2345.9043845321185,-5.8788805,190.99371,1.3440362811791384,16.32359,0.8083879,-9.185787,5.922435,9.171136,60.42584,-2.7004158,-5.745896,799.178858260543,131.5705733911144,-169.90756,1.7469085414946355,31.893185,8.697548,-2.7359986,984.8220800505937,nadia_buka,buka67.mp3
244.1052838549259,182.55016212609002,100.76949,-10.872503,-403.64133,-4.6502705,0.0,121.592476,-3.238296,3.0020227,2792.0757516532817,-6.865236,207.96472,1.5360090702947846,16.125519,-1.3275062,-12.879877,2.423117,10.540339,53.355927,-5.6955957,-4.841804,856.6266908010708,88.83315834800462,-100.95801,1.6414996876485588,43.054638,11.810738,2.5346386,1208.0031536875968,nadia_buka,buka30.mp3
255.6500291307247,173.91024172984743,87.77358,-7.0266542,-432.67212,-4.844928,0.0,118.75839,-4.924765,11.987962,2009.7254392906643,-5.899827,186.73059,1.5360090702947846,14.615471,-0.26963487,-10.225327,2.0471754,8.3495865,56.58155,-0.98642015,-7.5675907,667.5255998464582,65.40639132514966,-162.1739,2.137518829035057,31.1593,12.921467,-2.1205919,900.0040589036204,nadia_buka,buka40.mp3
309.33502415691686,218.65652118211239,74.71899,-6.8558416,-443.31958,-0.60483664,0.0,129.81712,-6.871964,16.114725,1764.751107673755,-7.152671,183.6798,2.352018140589569,15.160721,-1.5027807,-11.125015,8.105067,10.452892,50.705162,-2.2535343,-7.730029,595.6179889713749,65.40639132514966,-119.6647,1.5454148529225074,35.2343,7.4489803,-2.5545595,841.4128005462775,nadia_buka,buka11.mp3
238.52991146631203,160.6225853354772,96.91728,-8.935754,-459.6717,-5.7394915,0.0,107.69054,-11.648312,2.5342762,1989.2271301823243,-10.835751,208.75995,1.5120181405895692,17.88255,-8.037883,-6.3274045,1.3029945,2.332467,69.136604,-5.6038322,-9.296207,744.5023578208447,67.32294488175604,-201.50404,1.0467481816368067,25.90127,10.069288,-8.283001,821.0767641486855,nadia_buka,buka89.mp3
231.73942791006385,213.73856646113126,100.22145,-9.8035755,-442.18668,-2.6776605,0.0,122.40943,-11.531762,1.8242705,2832.3289595160113,-6.9028506,172.86298,1.2240362811791383,17.312841,1.1065006,-7.24816,9.141539,13.266708,59.961338,-2.0851042,-6.1573424,777.2826679057009,171.61434972294217,-211.75215,1.7275189865550762,31.283924,7.158467,-6.483559,1392.680727898349,nadia_buka,buka60.mp3
297.0769881570017,241.9770646749956,110.379005,-14.836366,-402.3243,-8.415972,0.0,117.32294,-15.147358,4.4714746,2502.4953943578857,-11.1368,182.53012,1.1040362811791382,15.585467,-5.9775505,-12.526456,0.4142408,4.4280834,60.358288,-4.698113,-12.775955,832.10600184586,193.74649219115264,-172.82051,1.7640549181071534,33.88119,12.013431,-9.174705,1282.8392715557914,nadia_buka,buka73.mp3
255.6500291307247,194.99622485343974,85.205956,-10.78349,-463.96054,-4.3291817,0.0,131.41301,-7.735388,3.625709,1776.2575354262226,-8.052492,162.72717,1.8240362811791384,19.0209,-2.244026,-9.461268,6.813795,9.585851,44.57296,-3.56695,-2.7405188,567.8024809993609,79.1413469005951,-185.67604,0.8082979117265688,22.409145,11.656322,-3.074163,789.1450030022258,nadia_buka,buka21.mp3
227.75828324510303,182.54219819240828,114.129974,-8.941541,-423.46805,-7.9575686,0.0,123.25768,-8.305887,1.8486345,2316.864152340834,-6.1092305,181.7474,1.5360090702947846,10.376701,1.0944053,-8.420552,1.5315187,8.290775,48.083138,-4.206668,-6.786582,783.5857177185284,88.83315834800462,-113.76042,2.4831560415950893,33.528667,6.628605,-5.127188,1013.4782366620993,nadia_buka,buka56.mp3
237.15608026942812,215.8930377787493,89.610535,-10.25767,-459.7636,-7.5946245,0.0,119.511314,-11.245095,0.33229932,2763.1909712392817,-10.814628,200.52452,1.2960090702947846,13.00373,-4.8734503,-8.51534,2.4935703,0.0,70.482216,-6.4839163,-10.490813,917.9206008047358,178.6955271983718,-196.62006,1.4791124362554748,27.69325,10.386259,-11.266945,1273.800521000653,nadia_buka,buka87.mp3
269.2917795270241,173.64858619912647,105.91379,-8.356852,-457.66098,-8.8713045,0.0,124.61801,-3.681433,7.3001337,2541.1721741295955,-8.303832,187.09267,1.7520181405895692,16.039629,0.9294868,-12.144412,1.5693471,11.203439,49.443535,-5.4769435,-4.2407165,785.3897312305123,80.9911881955289,-200.57379,1.3773174009013531,25.068567,7.3538394,-6.5933113,1222.8995489970325,nadia_buka,buka20.mp3
245.51937137864914,223.65662178468833,98.47434,-13.455348,-432.11136,-7.4048424,0.0,121.50639,-14.34728,1.2279665,2811.375968731919,-9.951702,196.69185,1.1040362811791382,17.071981,-7.836785,-13.053256,0.93622506,1.5195993,73.70778,-5.855746,-8.77972,988.8011999852466,187.14677540918822,-206.94489,1.4389965803704372,27.755775,11.155629,-7.344322,1185.2354940601867,nadia_buka,buka72.mp3
219.99999999999997,170.9860063968511,92.841286,-8.152512,-437.44202,-3.9208236,0.0,125.419205,-1.9704636,0.0,2116.869111890703,-11.317368,184.63138,1.5120181405895692,16.970236,-2.7677422,-11.358842,3.6497064,6.515299,56.21647,-2.8406978,-4.2499795,650.0685845867296,89.3477635991859,-160.17348,2.0157336293927592,23.50141,5.943005,-1.4162371,910.7783798487577,nadia_buka,buka41.mp3
341.2518476034216,222.69583281846678,124.151596,-10.894742,-416.17752,-6.522744,0.0,124.180275,-13.613773,2.8128102,2285.571589118368,-10.964019,215.17798,1.0320181405895692,16.607357,-7.745085,-10.910394,0.717068,1.7400005,71.418465,-4.8204026,-12.022619,782.9687779598437,181.8190699939266,-216.69667,0.8549899028153586,30.455772,10.218084,-10.3282995,1027.393033271908,nadia_buka,buka88.mp3
238.52991146631203,221.23195309348824,90.878,-12.265327,-457.6361,-4.978094,0.0,171.62296,-15.963461,0.0,3135.6016008787874,-11.438427,169.74945,0.6720181405895692,16.359787,2.7515495,-12.1026325,0.0,0.7050495,58.707985,-4.0943556,-1.7814484,894.5632836087473,198.27510177438265,-203.0362,0.6468995395016927,22.986542,12.676035,-5.217927,1372.0792384149593,nadia_buka,buka104.mp3
227.75828324510303,160.7380784391004,88.743484,-5.968773,-481.36118,-3.805352,0.0,115.76277,-8.46009,3.32755,1914.18559530354,-4.5406804,175.44946,1.4160090702947845,17.03801,-4.3805437,-9.0605,1.0156432,10.227153,57.337635,-3.058807,-4.3556695,634.76844264856,91.96585291173604,-261.93024,1.6137120700712013,24.304167,6.951947,-4.3863053,809.4916126054803,nadia_buka,buka47.mp3
241.30149553281768,210.55457637331187,84.12307,-8.712124,-450.64545,-4.4795995,0.0,123.308136,-10.470711,1.3630188,2391.8021356477607,-9.201658,198.52051,1.3440362811791384,15.848317,-3.2502592,-8.578114,11.338736,4.028412,69.44539,-3.8171127,-10.133765,799.2912164791412,173.60841241450115,-178.91292,1.851800858627057,30.239073,8.864152,-3.8123832,968.0819706418746,nadia_buka,buka69.mp3
254.17759331190004,208.72012101357183,116.27038,-7.9051356,-442.25046,-3.9493806,0.0,130.0527,-15.107785,3.170785,2243.7710826596635,-5.2370787,179.51205,1.0560090702947846,15.761242,-0.39055112,-14.110732,2.7123945,11.486715,59.51978,-5.508215,-7.6415505,724.5486672775069,159.19961611844158,-228.81636,1.2860523582399084,32.86593,6.341,-8.633383,968.8866723296655,nadia_buka,buka 57.mp3
275.58617649730814,179.3960178766126,72.53085,-8.478335,-456.09103,-3.80917,0.0,129.97534,-4.5160728,4.1306314,1776.3990141734294,-8.186104,170.4896,1.7520181405895692,15.326296,-1.0391321,-10.063468,6.3009114,2.9824438,52.67075,-2.1627872,-6.690481,507.0076376379024,73.4161919793519,-150.59972,1.7090470373201545,24.477724,9.183298,-1.660753,762.8252765006923,nadia_buka,buka22.mp3
241.30149553281768,212.83807448725884,110.292885,-12.649939,-466.70148,-4.718915,0.0,133.71573,-14.7825985,0.0,2689.600173739259,-13.328702,182.31418,0.9120181405895692,16.913595,-0.18478999,-11.933736,3.9070761,4.2133036,58.42766,-7.730699,1.5015552,851.1262792339295,184.9972113558172,-245.02135,0.6175251997390456,23.487194,9.305428,-7.406306,1203.1501074984913,nadia_buka,buka106.mp3
245.51937137864914,188.06084930837562,56.272774,-6.240711,-438.75067,-2.548154,0.0,130.92268,-5.395166,5.735224,1980.0916100566553,-2.6267662,183.28815,2.2320181405895694,13.261789,-0.19403428,-9.97612,4.7467666,14.733061,54.011436,-3.9901693,-4.015967,585.4066919030882,85.80717486147108,-166.874,0.8515954765446854,30.196455,9.088261,-0.76431847,810.2371395882737,nadia_buka,buka12.mp3
257.13099468347406,164.25277709788028,79.59943,-10.122362,-437.8043,-7.405715,0.0,111.09273,-9.043605,0.0,2224.082636985559,-7.9180984,191.9696,1.2240362811791383,13.844297,-5.519414,-10.223703,0.0,8.57072,73.83939,-2.3611906,-10.520519,779.8207328975972,80.9911881955289,-192.15282,0.7906313610036152,28.16467,10.825901,-9.58367,1031.1974209422524,nadia_buka,buka75.mp3
251.2581146483697,243.61481731989738,79.57168,-11.222617,-438.81433,-4.86892,0.0,125.94741,-13.207162,0.194447,2692.2823398775577,-9.559651,213.22173,1.0320181405895692,17.216602,-5.439394,-11.68768,0.3111607,2.1165318,78.94966,-4.5262713,-13.758358,946.6710806183833,227.75828324510303,-225.11642,0.7300167868711097,25.158169,11.155191,-6.9587483,1232.7127401121893,nadia_buka,buka78.mp3
227.75828324510303,171.2821792875167,90.08535,-7.0701957,-432.03683,-5.8055787,0.0,121.00143,-6.6943483,5.1286287,2328.869613472863,0.89894885,174.36353,1.392018140589569,17.155388,4.014804,-8.455513,4.3061934,18.071308,55.46339,-2.113095,-2.946567,743.790903802865,95.76056196257365,-142.62288,2.099555207812878,31.267288,9.144842,-2.718389,1118.2328315333127,nadia_buka,buka55.mp3
249.81097439559304,220.14469475799993,124.02119,-11.769822,-418.90906,-10.014912,0.0,115.61221,-19.94863,0.0,2308.4791891119003,-13.338393,196.8984,0.8160090702947845,17.486486,-12.202908,-13.04719,0.0,0.0,65.729774,-7.4227304,-10.779432,748.6142952174257,191.5211239251473,-231.86755,0.7657806660379112,20.845057,8.493513,-11.499773,1139.0413547449614,nadia_buka,buka96.mp3
241.30149553281768,164.49874703554107,91.98391,-5.9791446,-424.72693,-7.66004,0.0,116.86151,-0.2719256,6.239214,2579.6342058282635,-6.397666,209.63876,1.9440362811791383,14.349322,1.045172,-6.5932465,0.10938674,13.170866,59.400753,-3.221534,-5.658843,783.0020536949422,80.0609250563203,-177.67929,1.5383096841870332,31.434765,6.8319664,-1.7882454,1156.9419749544195,nadia_buka,buka13.mp3
252.71363809934766,225.85977899190362,97.32559,-7.8858066,-463.9273,-6.9791017,0.0,119.63496,-12.531219,1.0905902,2499.8409183440967,-6.847689,220.9049,1.2240362811791383,16.762268,-8.468391,-10.112655,0.0,7.041753,71.316696,-4.289922,-8.244074,825.9795813178779,190.41804342135148,-226.61525,1.7878396642134693,23.418648,8.2960415,-9.276985,1112.11470990417,nadia_buka,buka94.mp3
258.62053938239393,192.63177639824653,117.09925,-7.987904,-425.84872,-3.6365821,0.0,130.26042,-11.9572315,6.7380266,1966.3983487313178,-9.532877,171.9769,1.2960090702947846,17.063042,0.4894901,-12.111231,7.4452543,2.5726829,50.236835,-5.273243,-0.60248756,643.0509363556796,108.1102658399776,-184.84735,1.367054475899948,31.798935,5.933408,-5.896317,896.1962199715541,nadia_buka,buka46.mp3
238.52991146631203,214.57387715368307,103.73561,-11.076461,-439.7435,-5.634671,0.0,124.01795,-9.699625,0.0,2593.1979428766826,-8.551436,195.45709,1.2240362811791383,13.314903,-7.6264644,-8.107468,0.54169655,4.0963297,66.46663,-7.0807395,-6.7300434,847.3375797570901,186.06888929891866,-212.39629,0.8445839494633096,24.573393,10.56656,-10.606274,1217.8715150185042,nadia_buka,buka98.mp3
229.0776735576574,211.79350008102261,89.37405,-10.630712,-470.3357,-4.538358,0.0,121.79229,-14.130599,0.0,2162.4398342533814,-8.418707,170.2584,1.5120181405895692,16.035044,3.1480064,-8.8667145,5.29889,4.5691924,53.498947,-1.7222029,-4.653169,663.1086078784482,173.60841241450115,-213.04073,1.6947487815944662,24.92851,8.346848,-2.899468,917.2188725015781,nadia_buka,buka51.mp3
227.75828324510303,157.7822997103439,65.860954,-8.507465,-411.93762,-3.942892,0.0,128.62598,-6.810762,0.9271033,1566.6905142526618,-5.4514866,163.77399,2.1840362811791385,16.311369,-0.5539035,-10.413843,8.500917,13.944307,46.927635,-3.1885312,-2.938238,444.1172595400217,76.44550209132854,-130.03369,1.4334762606246347,23.13505,10.264321,2.3097632,765.6948638521833,nadia_buka,buka5.mp3
233.08188075904494,167.33207575053052,95.19492,-10.252378,-434.48203,-3.5022798,0.0,141.65074,-3.5492897,6.320366,2754.1267659474665,-7.122259,231.37206,2.0160090702947846,19.048529,-4.251746,-11.727526,7.0813346,10.557848,62.449936,-5.5309854,-4.22518,899.4099741999971,73.84148765291448,-124.65096,1.010874529405373,33.065117,9.793633,5.4866242,1100.5025532932698,nadia_buka,buka24.mp3
235.7901617579845,188.57540750154985,71.73257,-6.2431016,-448.8849,-4.2079196,0.0,137.28186,0.16780336,5.042631,2112.3974131776613,-4.525991,171.20541,1.9920181405895692,12.412975,-0.24556284,-5.868475,3.1994648,15.657318,51.655106,-1.2971098,-7.076656,682.3093457910344,94.6606580968763,-130.64928,1.411173028966638,36.818115,7.81738,-2.0841095,852.73008291993,nadia_buka,buka10.mp3
233.08188075904494,185.193737538314,92.050674,-10.612214,-411.36588,-3.0874712,0.0,127.072876,-2.4642067,3.5146904,2279.7773287294176,-7.617865,203.14178,1.872018140589569,18.50511,-0.39146197,-10.544875,6.2434025,10.324415,58.711853,-5.1437774,-3.5697267,694.7462133038254,86.80420620725057,-106.26618,1.849403402992782,35.583557,9.715682,3.3356674,998.930139144692,nadia_buka,buka31.mp3
229.0776735576574,212.07302314147424,79.31318,-8.609133,-428.4604,-4.72732,0.0,119.41145,-7.8688107,5.3391323,2227.0785321408443,-8.417974,183.81335,1.632018140589569,12.373276,-1.9389381,-9.649301,4.6231823,3.558146,59.66618,-2.803995,-6.8123817,777.363029394362,177.66631669600923,-170.86395,1.5125809992070984,30.001476,11.714298,-6.7756257,978.7017601044279,nadia_buka,buka36.mp3
241.30149553281768,212.64164388902432,101.13278,-13.507347,-449.98264,-7.4724507,0.0,142.34851,-14.318591,0.973868,2679.818957979773,-8.626666,170.33148,0.8640362811791383,15.4266815,0.9756948,-11.734058,2.3720112,3.1987195,56.109016,-7.2451944,2.4857566,774.3956393333978,188.23090565017245,-239.79713,0.5295582637208202,18.079042,11.749545,-5.991613,1145.7571955172812,nadia_buka,buka105.mp3
230.40470702053787,146.44123281485295,65.890884,-9.09882,-415.97763,-3.4301858,0.0,139.99992,-3.7103646,6.222123,1713.4046838045322,-4.624067,179.7518,2.3760090702947845,17.68947,1.0603836,-7.8029227,10.129049,8.333022,44.54075,-4.868088,-0.085337594,498.9917021453824,65.7852866955572,-67.32183,1.7685126742516406,26.498516,10.668919,3.361657,711.917877937512,nadia_buka,buka3.mp3
225.1422562392905,203.3586131122478,99.44437,-8.973858,-430.69977,-6.7822375,0.0,148.6306,-15.224697,5.8297563,2336.125576016001,-7.454659,178.12082,1.152018140589569,15.654203,-1.9259267,-8.347364,4.116722,3.5039268,54.809525,-1.8760413,-3.9574835,695.7188136602407,162.92073075152206,-178.33357,1.8344719510595402,27.58164,6.974761,-7.15707,1149.1017127178518,nadia_buka,buka64.mp3
229.0776735576574,194.30225982513923,110.741196,-11.934459,-474.84235,-6.0467787,0.0,130.2729,-9.968885,3.2377238,2046.1558402857981,-9.350982,177.69824,1.2240362811791383,14.736225,1.5272863,-13.340169,3.2386405,9.192261,49.094013,-5.5854793,-2.7043984,644.9594382383725,155.56349186104043,-218.9402,0.7811006797080015,21.63987,10.823335,-3.4795897,908.72508382616,nadia_buka,buka109.mp3
239.91170118635668,214.28495945984483,95.623856,-14.498023,-466.8258,-3.3851686,0.0,152.82483,-13.169078,0.02947399,2947.1838594259343,-12.589031,168.39844,0.8160090702947845,14.760588,1.2496854,-11.42595,6.1603956,0.20801835,57.159634,-8.447128,-0.72717243,881.2172733091842,194.86885420251932,-220.31667,0.3851215552366657,21.915442,13.860823,-5.9774923,1439.9304603323765,nadia_buka,buka103.mp3
264.6655079380657,215.47637135430298,95.81575,-13.739547,-471.60947,-2.649406,0.0,146.22441,-18.266098,2.6049976,2578.5827787975577,-10.689528,168.1843,0.9360090702947845,17.534212,-0.66240084,-10.1553755,10.2937,0.76842326,52.98113,-3.0514488,-1.5479448,720.6941000475592,191.5211239251473,-236.31625,0.5363342065854971,21.371597,12.1040325,-3.597454,1128.743249803658,nadia_buka,buka102.mp3
269.2917795270241,216.84106599064498,92.084564,-6.9637866,-467.75433,-7.3204355,0.0,126.08702,-9.064082,6.994254,2021.9476410277296,-9.86422,171.66542,1.632018140589569,15.08483,-2.5026343,-10.606764,2.7747505,11.35393,53.59976,-3.3843324,-4.050628,624.1344949472314,157.37105256787842,-187.03506,1.6190541193971957,21.980318,9.632119,-4.665061,841.8537658992936,nadia_buka,buka19.mp3
