file_index,file_name,dtw_distance
0,Tutup - Copy (10).mp3,261.0688579285767
72,Tutup - Copy (76).mp3,261.0688579285767
71,Tutup - Copy (75).mp3,261.0688579285767
70,Tutup - Copy (74).mp3,261.0688579285767
69,Tutup - Copy (73).mp3,261.0688579285767
68,Tutup - Copy (72).mp3,261.0688579285767
67,Tutup - Copy (71).mp3,261.0688579285767
66,Tutup - Copy (70).mp3,261.0688579285767
65,Tutup - Copy (7).mp3,261.0688579285767
64,Tutup - Copy (69).mp3,261.0688579285767
63,Tutup - Copy (68).mp3,261.0688579285767
62,Tutup - Copy (67).mp3,261.0688579285767
61,Tutup - Copy (66).mp3,261.0688579285767
60,Tutup - Copy (65).mp3,261.0688579285767
59,Tutup - Copy (64).mp3,261.0688579285767
58,Tutup - Copy (63).mp3,261.0688579285767
57,Tutup - Copy (62).mp3,261.0688579285767
56,Tutup - Copy (61).mp3,261.0688579285767
55,Tutup - Copy (60).mp3,261.0688579285767
54,Tutup - Copy (6).mp3,261.0688579285767
53,Tutup - Copy (59).mp3,261.0688579285767
52,Tutup - Copy (58).mp3,261.0688579285767
73,Tutup - Copy (77).mp3,261.0688579285767
51,Tutup - Copy (57).mp3,261.0688579285767
74,Tutup - Copy (78).mp3,261.0688579285767
76,Tutup - Copy (8).mp3,261.0688579285767
97,Tutup - Copy (99).mp3,261.0688579285767
96,Tutup - Copy (98).mp3,261.0688579285767
95,Tutup - Copy (97).mp3,261.0688579285767
94,Tutup - Copy (96).mp3,261.0688579285767
93,Tutup - Copy (95).mp3,261.0688579285767
92,Tutup - Copy (94).mp3,261.0688579285767
91,Tutup - Copy (93).mp3,261.0688579285767
90,Tutup - Copy (92).mp3,261.0688579285767
89,Tutup - Copy (91).mp3,261.0688579285767
88,Tutup - Copy (90).mp3,261.0688579285767
87,Tutup - Copy (9).mp3,261.0688579285767
86,Tutup - Copy (89).mp3,261.0688579285767
85,Tutup - Copy (88).mp3,261.0688579285767
84,Tutup - Copy (87).mp3,261.0688579285767
83,Tutup - Copy (86).mp3,261.0688579285767
82,Tutup - Copy (85).mp3,261.0688579285767
81,Tutup - Copy (84).mp3,261.0688579285767
80,Tutup - Copy (83).mp3,261.0688579285767
79,Tutup - Copy (82).mp3,261.0688579285767
78,Tutup - Copy (81).mp3,261.0688579285767
77,Tutup - Copy (80).mp3,261.0688579285767
75,Tutup - Copy (79).mp3,261.0688579285767
50,Tutup - Copy (56).mp3,261.0688579285767
49,Tutup - Copy (55).mp3,261.0688579285767
48,Tutup - Copy (54).mp3,261.0688579285767
21,Tutup - Copy (3).mp3,261.0688579285767
20,Tutup - Copy (29).mp3,261.0688579285767
19,Tutup - Copy (28).mp3,261.0688579285767
18,Tutup - Copy (27).mp3,261.0688579285767
17,Tutup - Copy (26).mp3,261.0688579285767
16,Tutup - Copy (25).mp3,261.0688579285767
15,Tutup - Copy (24).mp3,261.0688579285767
14,Tutup - Copy (23).mp3,261.0688579285767
13,Tutup - Copy (22).mp3,261.0688579285767
12,Tutup - Copy (21).mp3,261.0688579285767
11,Tutup - Copy (20).mp3,261.0688579285767
10,Tutup - Copy (2).mp3,261.0688579285767
9,Tutup - Copy (19).mp3,261.0688579285767
8,Tutup - Copy (18).mp3,261.0688579285767
7,Tutup - Copy (17).mp3,261.0688579285767
6,Tutup - Copy (16).mp3,261.0688579285767
5,Tutup - Copy (15).mp3,261.0688579285767
4,Tutup - Copy (14).mp3,261.0688579285767
3,Tutup - Copy (13).mp3,261.0688579285767
2,Tutup - Copy (12).mp3,261.0688579285767
1,Tutup - Copy (11).mp3,261.0688579285767
22,Tutup - Copy (30).mp3,261.0688579285767
23,Tutup - Copy (31).mp3,261.0688579285767
24,Tutup - Copy (32).mp3,261.0688579285767
25,Tutup - Copy (33).mp3,261.0688579285767
47,Tutup - Copy (53).mp3,261.0688579285767
46,Tutup - Copy (52).mp3,261.0688579285767
45,Tutup - Copy (51).mp3,261.0688579285767
44,Tutup - Copy (50).mp3,261.0688579285767
43,Tutup - Copy (5).mp3,261.0688579285767
42,Tutup - Copy (49).mp3,261.0688579285767
41,Tutup - Copy (48).mp3,261.0688579285767
40,Tutup - Copy (47).mp3,261.0688579285767
39,Tutup - Copy (46).mp3,261.0688579285767
38,Tutup - Copy (45).mp3,261.0688579285767
98,Tutup - Copy.mp3,261.0688579285767
37,Tutup - Copy (44).mp3,261.0688579285767
35,Tutup - Copy (42).mp3,261.0688579285767
34,Tutup - Copy (41).mp3,261.0688579285767
33,Tutup - Copy (40).mp3,261.0688579285767
32,Tutup - Copy (4).mp3,261.0688579285767
31,Tutup - Copy (39).mp3,261.0688579285767
30,Tutup - Copy (38).mp3,261.0688579285767
29,Tutup - Copy (37).mp3,261.0688579285767
28,Tutup - Copy (36).mp3,261.0688579285767
27,Tutup - Copy (35).mp3,261.0688579285767
26,Tutup - Copy (34).mp3,261.0688579285767
36,Tutup - Copy (43).mp3,261.0688579285767
99,Tutup.mp3,261.0688579285767
